key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
Land,1752507000,1756971000,,
InvestmentBuildingAndBuildingImprovements,3748360000,3711718000,,
DevelopmentInProcess,217764000,245391000,,
RealEstateInvestmentPropertyAccumulatedDepreciation,1025594000,1009335000,,
RealEstateInvestmentPropertyNet,214766000,4704745000,,
OperatingLeaseRightOfUseAsset,12888000,12910000,,
CashAndCashEquivalentsAtCarryingValue,2305000,2221000,,
AccountsReceivableNet,12463000,10993000,,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,47735000,44663000,,
DeferredRentReceivablesNet,15621000,15601000,,
PrepaidExpenseAndOtherAssets,13563000,12945000,,
Assets,342734000,346546000,,
SecuredDebt,9896000,9978000,,
UnsecuredDebt,994644000,994463000,,
OtherLongTermDebt,921266000,920863000,,
LineOfCredit,306000000,299000000,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,9583000,9698000,,
OperatingLeaseLiability,10211000,10219000,,
CustomerAdvancesAndDeposits,8276000,8368000,,
DividendsPayableCurrentAndNoncurrent,50695000,44201000,44061000,
Liabilities,2527113000,2540660000,,
CommonStockValue,1323000,1323000,,
GeneralPartnersCapitalAccount,2524183000,2505150000,,
LimitedPartnersCapitalAccount,117585000,109003000,,
AdditionalPaidInCapital,2414364000,2411673000,,
RetainedEarningsAccumulatedDeficit,147104000,127707000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,33265000,22842000,,
PartnersCapital,314664000,318261000,,
StockholdersEquity,2595165000,2562975000,,
MinorityInterest,78103000,72130000,,
PartnersCapitalAttributableToNoncontrollingInterest,7508000,7393000,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-891000,-570000,2527965000,2530299000
PartnersCapitalIncludingPortionAttributableToNoncontrollingInterest,7508000,7393000,2537246000,2539580000
LiabilitiesAndStockholdersEquity,342734000,346546000,,
