key,2025-03-31,2024-12-31,2024-03-31,2023-12-31
Land,776387000,771794000,,
InvestmentBuildingAndBuildingImprovements,5311777000,5295120000,,
IntangibleAssetsNetExcludingGoodwill,412441000,428865000,,
RealEstateInvestmentPropertyNet,13921000,6495779000,,
CashAndCashEquivalentsAtCarryingValue,9327000,36284000,,
RestrictedCashAndCashEquivalents,38726000,1109000,,
AccountsReceivableNet,141919000,136357000,,
PrepaidExpenseAndOtherAssets,100387000,96189000,,
DerivativeAssets,26261000,36466000,,
OperatingLeaseRightOfUseAsset,30634000,31151000,,
Assets,6847859000,6833335000,,
LineOfCredit,512000000,409000000,,
LoansPayable,1022185000,1021848000,,
NotesPayable,1494303000,1594092000,,
SecuredDebt,4142000,4195000,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,120744000,126811000,,
DerivativeLiabilities,783000,0,,
CustomerAdvancesAndDeposits,60320000,56173000,,
DividendsPayableCurrentAndNoncurrent,23668000,23469000,22936000,
BelowMarketLeaseNet,31229000,33335000,,
OperatingLeaseLiability,34833000,35304000,,
Liabilities,3304207000,3304227000,,
CommitmentsAndContingencies,,,,
PreferredStockValue,0,0,,
CommonStockValue,1866000,1865000,,
AdditionalPaidInCapital,4448147000,4449964000,,
RetainedEarningsAccumulatedDeficit,-1007891000,-1029757000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,24829000,35579000,,
StockholdersEquity,3466951000,3457651000,,
MinorityInterestInOperatingPartnerships,74302000,69932000,,
MinorityInterestInJointVentures,2400000,1525000,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2399000,1525000,3423220000,3445811000
LiabilitiesAndStockholdersEquity,6847859000,6833335000,,
