key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
RevenueFromContractWithCustomerExcludingAssessedTax,89700000,,26900000,
CostOfGoodsAndServicesSold,1072700000,,1025600000,
SellingGeneralAndAdministrativeExpense,314000000.0,,308700000,
AmortizationOfIntangibleAssetsExcludingCostsOfSales,46000000.0,,45200000,
RestructuringCharges,400000,,100000,
ForeignCurrencyTransactionGainLossBeforeTax,-3200000,,-3100000,
OtherOperatingIncomeExpenseNet,-300000,,4900000,
OperatingIncomeLoss,202600000,,130300000,
InterestExpense,39000000.0,,46800000,
FairValueAdjustmentOfWarrants,176600000,,3500000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-39900000,,-33000000.0,
IncomeTaxExpenseBenefit,-7100000,,37400000,
NetIncomeLoss,-5900000,,50300000,
EarningsPerShareBasic,-0.02,,0.13,
EarningsPerShareDiluted,-0.02,,0.12,
WeightedAverageNumberOfSharesOutstandingBasic,379135184,,378129786,
WeightedAverageNumberOfDilutedSharesOutstanding,379135184,,381683511,
