key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
ProfitLoss,241000000,,240000000,
StraightLineRentsAndAmortizationOfAboveAndBelowMarketLeases,158960000,,143686000,
ShareBasedCompensation,67237000,,62906000,
DepreciationAndAmortization,637505000,,602367000,
IncomeLossFromEquityMethodInvestments,72472000,,75779000,
EquityMethodInvestmentDividendsOrDistributions,126653000,,135081000,
IncreaseDecreaseInOperatingReceivablesFromUnconsolidatedEntities,-44841000,,-51164000,
AmortizationOfFinancingCostsAndDiscounts,18044000,,17623000,
GainsOnDispositionsOfDevelopmentPropertiesAndLandNet,40308000,,0,
GainsOnOtherDispositionsOfInvestmentsInRealEstateNet,17534000,,4047000,
ForeignCurrencyTransactionGainLossUnrealized,35046000,,-10113000,
GainsLossesOnExtinguishmentOfDebt,536000,,3275000,
DeferredIncomeTaxExpenseBenefit,334000,,3577000,
IncreaseDecreaseInOtherOperatingAssets,11782000,,-21742000,
IncreaseDecreaseInOperatingLiabilities,-133323000,,-62118000,
NetCashProvidedByUsedInOperatingActivities,1055460000,,1114297000,
PaymentsToDevelopRealEstateAssets,719795000,,936921000,
PaymentsToAcquireRealEstate,126177000,,51866000,
PaymentsToAcquireBusinessesNetOfCashAcquired,0,,3828000,
PaymentsForLeasingCostsCommissionsAndTenantImprovements,104306000,,78955000,
PaymentForPropertyImprovements,30200000,,19302000,
ProceedsFromRealEstateAndRealEstateJointVentures,199538000,,54903000,
PaymentsToInvestmentsInAndAdvancesToUnconsolidatedEntities,314842000,,39677000,
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,1360000,,21169000,
ProceedsFromHedgeInvestingActivities,10357000,,5323000,
NetCashProvidedByUsedInInvestingActivities,-1084065000,,-1049154000,
PaymentsOfDividends,917670000,,829490000,
ProceedsFromMinorityShareholders,1270000,,0,
PaymentsToMinorityShareholdersExcludingParentCompanyDistributions,44499000,,35668000,
PaymentsForRepurchaseOfCommonStock,246000,,42269000,
PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,246000,,42269000,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,21720000,,18690000,
PaymentOfFinancingAndStockIssuanceCosts,13073000,,17868000,
ProceedsFromRepaymentsOfLinesOfCredit,53964000,,-1337857000,
RepurchaseOfAndRepaymentsOnDebtExcludingLineOfCredit,913935000,,90793000,
ProceedsFromIssuanceOfDebtExcludingLineOfCredit,1858297000,,2545042000,
NetCashProvidedByUsedInFinancingActivities,2388000,,172407000,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,-3582000,,6468000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-29799000,,244018000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,500589000,530388000,522501000,278483000
