key,2025-03-31,2024-12-31,2024-03-31,2023-12-31
RealEstateInvestmentPropertyAtCost,5992839000,5683688000,,
RealEstateInvestmentPropertyAccumulatedDepreciation,13290678000,12758159000,,
RealEstateInvestmentPropertyNet,79450713000,78488017000,,
RealEstateInvestmentsUnconsolidatedRealEstateAndOtherJointVentures,10287314000,10079448000,,
AssetsHeldForSaleOrContribution,545542000,248511000,,
RealEstateInvestments,90283569000,88815976000,,
CashAndCashEquivalentsAtCarryingValue,671117000,1318591000,,
OtherAssets,671333000,700655000,,
Assets,12175306000,12347205000,,
LongTermDebt,317916000,318817000,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,1620366000,1769327000,,
OtherLiabilities,4035532000,4063549000,,
Liabilities,593746000,549100000,,
PreferredStockValue,63948000,63948000,,
CommonStockValue,9279000,9263000,,
AdditionalPaidInCapital,54556451000,54464055000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-349588000,-120215000,,
RetainedEarningsAccumulatedDeficit,-812880000,-465913000,,
StockholdersEquity,53467210000,53951138000,,
MinorityInterest,4608228000,4665632000,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-941449000,-790957000,-867469000,-1041499000
PartnersCapitalIncludingPortionAttributableToNoncontrollingInterest,3320473000,3323047000,57797118000,57823720000
LiabilitiesAndStockholdersEquity,95993391000,95328909000,,
GeneralPartnersCapitalAccount,53403262000,53887190000,,
LimitedPartnersCapitalAccount,331865000,429358000,,
PartnersCapital,54754965000,55293723000,,
