key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
NetIncomeLoss,177509000,,188426000,
Depreciation,12522000,,12023000,
AmortizationOfDeferredCharges,18228000,,17779000,
DeferredIncomeTaxExpenseBenefit,-2063000,,602000,
ShareBasedCompensation,4722000,,4027000,
IncreaseDecreaseInAccountsReceivable,1708000,,-72109000,
IncreaseDecreaseInInventories,3954000,,-15559000,
IncreaseDecreaseInOtherOperatingAssets,7469000,,3720000,
IncreaseDecreaseInAccountsPayableTrade,-15944000,,-71941000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,16632000,,-3752000,
OtherOperatingActivitiesCashFlowStatement,-8488000,,-77850000,
NetCashProvidedByUsedInOperatingActivities,189987000,,153262000,
PaymentsToAcquirePropertyPlantAndEquipment,17391000,,23196000,
PaymentsToAcquireBusinessesNetOfCashAcquired,1000000,,613000,
PaymentsForProceedsFromDerivativeInstrumentInvestingActivities,-9456000,,-1423000,
NetCashProvidedByUsedInInvestingActivities,-8935000,,-22386000,
ProceedsFromBorrowings,449863000,,605018000,
RepaymentsOfBorrowings,418280000,,503516000,
ProceedsFromStockOptionsExercised,1831000,,11473000,
PaymentsForRepurchaseOfCommonStock,212499000,,249999000,
ProceedsFromPaymentsForOtherFinancingActivities,0,,-611000,
NetCashProvidedByUsedInFinancingActivities,-179085000,,-137635000,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,-1583000,,-122000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,384000,,-6881000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,70200000,69807000,89085000,95966000
