key,2025-03-28,2024-12-31,2024-03-29,2023-12-31
RevenueFromContractWithCustomerExcludingAssessedTax,0,,0,
CostOfGoodsAndServicesSold,2230000000,,2309000000,
GrossProfit,3511000000,,3487000000,
SellingGeneralAndAdministrativeExpense,1858000000,,1807000000,
ResearchAndDevelopmentExpense,379000000,,368000000,
OperatingIncomeLoss,-86000000,,-78000000,
OtherNonoperatingIncomeExpense,-79000000,,-36000000,
InterestExpenseNonoperating,72000000,,65000000,
InvestmentIncomeInterest,6000000,,60000000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1129000000,,1271000000,
IncomeTaxExpenseBenefit,175000000,,183000000,
NetIncomeLoss,954000000,,1088000000,
EarningsPerShareBasic,1.33,,1.47,
EarningsPerShareDiluted,1.32,,1.45,
WeightedAverageNumberOfSharesOutstandingBasic,716300000,,740600000,
WeightedAverageNumberOfDilutedSharesOutstanding,720800000,,748600000,
