key,2025-01-31,2024-10-31,2024-01-31,2023-10-31
RevenueFromContractWithCustomerExcludingAssessedTax,1056000000,,1028000000,
CostOfGoodsAndServicesSold,782000000,,750000000,
ResearchAndDevelopmentExpense,113000000,,128000000,
SellingGeneralAndAdministrativeExpense,410000000,,396000000,
CostsAndExpenses,1305000000,,1274000000,
OperatingIncomeLoss,422000000,,428000000,
InvestmentIncomeInterest,15000000,,18000000,
InterestExpense,28000000,,22000000,
OtherNonoperatingIncomeExpense,4000000,,23000000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,367000000,,403000000,
IncomeTaxExpenseBenefit,49000000,,55000000,
NetIncomeLoss,318000000,,348000000,
EarningsPerShareBasic,1.12,,1.19,
EarningsPerShareDiluted,1.11,,1.18,
WeightedAverageNumberOfSharesOutstandingBasic,285000000,,293000000,
WeightedAverageNumberOfDilutedSharesOutstanding,287000000,,294000000,
