key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
ProfitLoss,14000,,14000,
DepreciationDepletionAndAmortization,45169000,,41014000,
AllocatedShareBasedCompensationExpense,171000,,225000,
GainLossOnSaleOfProperties,8751000,,4809000,
GainsLossesOnSalesOfInvestmentRealEstate,8751000,17965000,81000,
GainLossOnCondemnation,0,,1027000,
IncreaseDecreaseInOperatingAssets,-4485000,,-1005000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,13851000,,9674000,
OtherOperatingActivitiesCashFlowStatement,203000,,197000,
NetCashProvidedByUsedInOperatingActivities,116900000,,93461000,
PaymentsToDevelopRealEstateAssets,57771000,,64112000,
PaymentsToAcquireCommercialRealEstate,54859000,,0,
PaymentsForCapitalImprovements,14829000,,15777000,
ProceedsFromSaleOfRealEstateHeldforinvestment,17397000,,10765000,
PaymentsForLeaseCommissions,6295000,,7921000,
IncreaseDecreaseInRetainagePayable,-7204000,,12271000,
PaymentsForProceedsFromOtherInvestingActivities,329000,,-49000,
NetCashProvidedByUsedInInvestingActivities,-123232000,,-64823000,
ProceedsFromUnsecuredLinesOfCredit,19564000,,143872000,
RepaymentsOfLinesOfCredit,-19564000,,-241845000,
ProceedsFromIssuanceOfUnsecuredDebt,0,,100000000,
RepaymentsOfUnsecuredDebt,0,,65000000,
RepaymentsOfSecuredDebt,0,,24000,
PaymentsOfDebtIssuanceCosts,15000,,1631000,
PaymentsOfOrdinaryDividends,61442000,,55173000,
ProceedsFromIssuanceOfCommonStock,49364000,,105716000,
PaymentsOfStockIssuanceCosts,70000,,395000,
ProceedsFromPaymentsForOtherFinancingActivities,-6143000,,-4824000,
NetCashProvidedByUsedInFinancingActivities,-18306000,,-19304000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-24638000,,9334000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,15625000,40263000,9390000,56000
InterestPaidNet,3788000,,7756000,
InterestPaidCapitalized,4853000,,3735000,
OperatingLeasePayments,688000,,569000,
