key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
ProfitLoss,384000,,224000,
DepreciationAndAmortization,53721000,,53536000,
AccretionAmortizationOfDiscountsAndPremiumsInvestments,2395000,,2755000,
AmortizationOfFinancingCosts,697000,,939000,
ShareBasedCompensation,3389000,,4734000,
GainsLossesOnSalesOfInvestmentRealEstate,10530000,,985000,
GainsLossesOnExtinguishmentOfDebt,203000,,0,
AmortizationOrAdjustmentsRelatedToDerivativeInstruments,316000,,318000,
PolicyholderBenefitsAndClaimsIncurredNetPropertyCasualtyAndLiabilityGainLossAndOtherAdjustments,-1184000,,-151000,
IncomeLossFromEquityMethodInvestments,-829000,,-776000,
OtherNoncashIncomeExpense,-1000,,-312000,
IncreaseDecreaseInOtherOperatingAssets,-970000,,-835000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-20779000,,-19121000,
IncreaseDecreaseInInterestPayableNet,-772000,,266000,
IncreaseDecreaseInOtherOperatingLiabilities,-332000,,-967000,
NetCashProvidedByUsedInOperatingActivities,44057000,,46911000,
PaymentsToAcquireRealEstateAndRealEstateJointVentures,1272000,,13438000,
ProceedsFromSaleOfRealEstateHeldforinvestment,292670000,,35557000,
PaymentsToAcquireProductiveAssetsExcludingAcquisitionOfRealEstateProperties,24561000,,28973000,
PaymentsToDevelopRealEstateAssets,14095000,,12667000,
ProceedsFromInsuranceSettlementInvestingActivities,2661000,,0,
NetCashProvidedByUsedInInvestingActivities,255403000,,-19521000,
ProceedsFromUnsecuredLinesOfCredit,94000000,,57000000,
RepaymentsOfLongTermLinesOfCredit,220152000,,55513000,
RepaymentsOfFirstMortgageBond,142537000,,1813000,
PaymentsOfDebtExtinguishmentCosts,663000,,0,
PaymentsReimbursementsForDeferredFinancingCosts,242000,,0,
PaymentsOfDividendsCommonStock,36149000,,31625000,
PaymentsOfDividendsMinorityInterest,951000,,853000,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,1598000,,3757000,
PaymentsOfStockIssuanceCosts,0,,13000,
NetCashProvidedByUsedInFinancingActivities,-308292000,,-36574000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-8832000,,-9184000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,41900000,50732000,34833000,44017000
CashAndCashEquivalentsAtCarryingValue,21275000,22852000,12448000,
RestrictedCash,20625000,,22385000,
