key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
Revenues,23993000,,16602000,
OperatingCostsAndExpensesExcludingDepreciationAndAmortizationAndRealEstateTaxesAndInsurance,118199000,,108604000,
RealEstateTaxesAndInsurance,79603000,,74199000,
DepreciationAndAmortization,143020000,,138501000,
PropertyOperatingExpenses,340822000,,321304000,
OtherCostAndExpenseOperating,19995000,,17928000,
GeneralAndAdministrativeExpense,17045000,,15923000,
InterestExpense,40361000,,37281000,
GainLossOnSaleOfPropertyPlantEquipment,-2000,,15000,
GainLossOnSaleOfNonDepreciableRealEstateAssets,0,,54000,
OtherNonoperatingIncomeExpense,23526000,,3467000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,148923000,,140133000,
IncomeTaxExpenseBenefit,1795000,,944000,
IncomeLossFromContinuingOperationsBeforeEquityMethodInvestments,147128000,,139189000,
IncomeLossFromEquityMethodInvestments,482000,,385000,
ProfitLoss,147610000,,139574000,
NetIncomeLossAttributableToNoncontrollingInterest,3861000,,3664000,
NetIncomeLoss,147610000,,139574000,
PreferredStockDividendsIncomeStatementImpact,922000,,922000,
NetIncomeLossAvailableToCommonStockholdersBasic,146688000,,138652000,
EarningsPerShareBasic,1.22,,1.16,
BasicEarningsPerUnit,1.22,,1.16,
EarningsPerShareDiluted,1.22,,1.16,
DilutedEarningsPerUnit,1.22,,1.16,
