key,2025-03-31,2024-12-31,2024-03-31,2023-12-31
ProfitLoss,186406000,,147610000,
DepreciationDepletionAndAmortization,152520000,,143258000,
GainLossOnDispositionOfAssets,71911000,,-2000,
DerivativeGainLossOnDerivativeNet,-410000,,13092000,
ShareBasedCompensation,5261000,,5869000,
AmortizationOfDebtDiscountPremium,1616000,,1529000,
GainLossFromUnconsolidatedLimitedPartnershipsNetOfDistributionsReceived,810000,,5172000,
OtherOperatingActivitiesCashFlowStatement,-76874000,,-79747000,
NetCashProvidedByUsedInOperatingActivities,196618000,,200257000,
PaymentsToAcquireRealEstateAndOtherAssets,0,,20000,
PaymentsForCapitalImprovements,72636000,,52101000,
PaymentsToAcquireInProcessResearchAndDevelopment,66222000,,45512000,
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,0,,100000,
PaymentsToAcquireEquityMethodInvestments,3675000,,750000,
ProceedsFromRealEstateAssetDispositions,81128000,,0,
NetProceedsFromInsuranceRecoveries,0,,5271000,
NetCashProvidedByUsedInInvestingActivities,-61405000,,-93012000,
ProceedsFromRepaymentsOfCommercialPaper,60000000,,-260000000,
ProceedsFromNotesPayable,0,,346567000,
PaymentsOfFinancingCosts,0,,3450000,
PaymentsOfDividendsMinorityInterest,4660000,,4621000,
PaymentsOfDividendsCommonStock,181767000,,176191000,
PaymentsOfDividendsPreferredStockAndPreferenceStock,922000,,922000,
ProceedsFromIssuanceOfCommonStock,375000,,303000,
ProceedsFromPaymentsForOtherFinancingActivities,-206000,,-567000,
NetCashProvidedByUsedInFinancingActivities,-122520000,,-94260000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,12693000,,12985000,
CashAndCashEquivalentsAtCarryingValue,55776000,43018000,54601000,
RestrictedCash,13678000,13743000,13475000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,69454000,56761000,68076000,55091000
InterestPaidNet,52393000,,32785000,
DistributionOnCommonUnitsDeclaredAndAccrued,181765000,,176195000,
ConstructionInProgressExpendituresIncurredButNotYetPaid,34599000,,28643000,
InterestCostsCapitalized,5105000,,3416000,
ConversionOfStockAmountConverted1,759000,,594000,
