key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
Revenues,4642000,,4818000,
PropertyOperatingAndMaintenance,13464000,,12339000,
RealEstateTaxesAndInsurance,8255000,,7182000,
CostsOfGoodsAndServicesSoldPropertyManagement,2218000,,1769000,
GeneralAndAdministrativeExpense,6196000,,6841000,
TransformationCosts,0,,2900000,
DepreciationAndAmortization,24943000,,21536000,
CostsAndExpenses,55076000,,52567000,
OperatingIncomeLoss,4437000,,3242000,
InterestExpense,9494000,,6831000,
GainsLossesOnExtinguishmentOfDebt,0,,-54000,
OtherNonoperatingIncome,1410000,,0,
NonoperatingIncomeExpense,-8084000,,-6885000,
NetIncomeLoss,-3647000,,-3643000,
EarningsPerShareBasic,-0.04,,-0.04,
EarningsPerShareDiluted,-0.04,,-0.04,
WeightedAverageNumberOfSharesOutstandingBasic,87885000,,87649000,
WeightedAverageNumberOfDilutedSharesOutstanding,87885000,,87649000,
